Age,Number of Dependents,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,CLTV,Churn,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
39,3,10737,8,50,10.21,23,69.75,3557.7,0.0,0,510.50000000000006,4068.2,5,4539,0,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
25,0,25399,4,71,6.23,58,81.85,5924.4,0.0,0,442.33,6366.73,4,4090,0,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False
61,1,13984,5,68,32.59,24,114.7,7849.85,0.0,0,2216.1200000000003,10065.97,3,5671,0,True,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False
47,0,55720,0,13,0.0,27,49.15,649.4,0.0,0,0.0,649.4,3,3000,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False
60,2,584,0,14,23.0,17,70.2,1046.5,0.0,0,322.0,1368.5,4,5819,0,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
48,3,1004,1,16,0.0,53,35.5,552.7,0.0,80,0.0,632.7,5,2069,0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
32,0,35419,0,10,7.65,17,62.25,612.95,0.0,0,76.5,689.45,3,3415,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False
24,0,41707,1,70,1.63,41,64.95,4523.25,42.89,0,114.1,4594.46,3,5669,0,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False
25,2,899,4,71,32.16,59,100.45,7159.7,16.12,0,2283.36,9426.94,3,6171,0,False,True,False,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,False,False,False
60,1,36349,10,67,18.29,11,89.55,6038.55,33.76,0,1225.4299999999998,7230.219999999999,3,6194,0,True,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False
38,0,57748,0,60,0.0,25,39.6,2424.5,38.46,0,0.0,2386.04,3,5544,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False
32,0,37090,0,52,15.1,17,89.45,4577.75,18.89,0,785.1999999999999,5344.06,3,5386,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False
57,3,37127,1,48,30.41,53,105.25,4997.5,1.66,0,1459.68,6455.52,3,4275,0,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False
21,0,59841,7,70,0.0,30,59.5,4144.8,23.72,0,0.0,4121.08,4,4031,0,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False
59,0,45257,0,50,21.25,2,82.5,4179.1,21.35,0,1062.5,5220.25,4,5258,0,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False
21,0,40611,6,32,19.3,47,75.5,2324.7,0.0,0,617.6,2942.3,3,3131,0,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
46,0,6951,0,29,0.0,8,35.6,1072.6,0.0,0,0.0,1072.6,4,3898,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True
59,0,4264,0,41,0.0,21,40.35,1677.85,0.0,0,0.0,1677.85,5,2454,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False
36,0,27,0,52,4.22,18,64.3,3410.6,0.0,0,219.44,3630.04,4,4405,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
55,0,722,4,70,33.37,9,76.1,5264.25,0.0,110,2335.9,7710.15,4,5115,0,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False
44,0,5094,8,60,15.54,19,94.1,5475.9,0.0,0,932.4,6408.299999999999,3,5267,0,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False
29,0,4353,0,26,24.67,59,51.55,1295.4,0.0,0,641.4200000000001,1936.82,3,3130,0,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
33,0,435,0,14,21.03,7,54.25,773.2,0.0,0,294.42,1067.62,5,4423,0,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True
59,0,4176,0,13,33.69,15,80.0,1029.35,0.0,0,437.97,1467.32,3,5577,0,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
56,0,809,0,46,46.83,2,79.2,3593.8,0.0,0,2154.18,5747.98,4,2007,0,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True
59,0,32881,0,39,3.93,15,49.8,1971.15,0.0,0,153.27,2124.42,4,2202,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False
56,0,2271,0,57,0.0,30,53.75,3196.0,0.0,0,0.0,3196.0,4,5594,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False
29,0,55,1,53,38.35,82,93.45,4872.2,0.0,0,2032.55,6904.75,4,4700,0,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False
32,1,1508,1,18,24.16,19,87.9,1500.5,0.0,0,434.88,1935.38,4,5192,0,True,False,False,True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True
59,0,5513,1,58,26.36,8,61.05,3478.75,0.0,0,1528.88,5007.63,4,4411,0,False,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
38,0,579,0,35,36.42,2,99.25,3532.0,0.0,0,1274.7,4806.7,3,3244,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False
21,0,11474,0,3,29.84,30,85.7,256.75,0.0,0,89.52,346.27,5,5806,0,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,False
47,0,3680,0,38,4.34,26,104.85,3887.25,0.0,0,164.92,4052.17,4,2709,0,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,False
60,0,7872,0,35,5.06,20,69.15,2490.15,0.0,0,177.1,2667.25,3,3945,0,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False
33,0,7177,0,47,3.47,12,74.45,3510.3,0.0,0,163.09,3673.39,3,3459,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False
25,0,128,0,14,39.22,48,50.45,765.45,0.0,140,549.0799999999999,1454.53,5,3185,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,0,10834,1,17,21.15,4,78.9,1348.95,0.0,0,359.54999999999995,1708.5,3,2362,0,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
26,0,3256,0,37,38.72,59,104.5,3778.0,0.0,0,1432.64,5210.639999999999,3,4812,0,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False
20,0,12672,0,12,17.14,48,49.4,611.65,0.0,90,205.68,907.33,3,5007,0,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26,2,19867,9,18,0.0,52,25.55,467.85,0.0,0,0.0,467.85,3,4134,0,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
23,3,433,0,9,16.77,73,69.4,571.45,0.0,0,150.93,722.3800000000001,3,5108,0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False
45,0,23100,1,56,40.33,9,93.15,5253.95,0.0,0,2258.48,7512.43,3,4778,0,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,False,True,False,False
25,0,27135,0,7,8.95,52,69.55,521.35,0.0,0,62.64999999999999,584.0,3,4704,0,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
47,0,235,0,17,47.45,5,65.75,1111.2,0.0,0,806.6500000000001,1917.85,4,3921,0,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
24,0,4150,0,9,0.0,52,24.6,190.1,0.0,0,0.0,190.1,5,2323,0,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
62,0,1519,0,30,7.19,18,90.4,2820.65,0.0,0,215.7,3036.35,4,3171,0,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False
64,0,40545,0,20,12.6,29,64.4,1398.6,0.0,0,252.0,1650.6,3,2120,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False
25,2,36125,9,3,11.47,51,58.7,168.6,0.0,0,34.410000000000004,203.01,3,3654,0,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False
20,0,22250,8,21,0.0,59,28.5,629.35,0.0,0,0.0,629.35,4,3766,0,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
22,0,383,0,2,18.62,51,50.3,92.75,0.0,0,37.24,129.99,5,5870,0,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
49,0,6216,0,2,26.58,23,80.15,194.55,0.0,0,53.16,247.71,3,5251,0,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
26,0,14417,1,12,46.88,73,51.25,612.1,0.0,0,562.5600000000001,1174.66,3,3097,0,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50,0,1072,0,48,44.76,18,70.95,3629.2,0.0,0,2148.48,5777.68,3,2667,0,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False
35,0,1201,4,60,43.57,30,65.85,3928.3,0.0,0,2614.2,6542.5,3,4053,0,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False
61,0,265,2,43,0.0,6,51.25,2151.6,0.0,0,0.0,2151.6,3,5656,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False
47,0,644,6,23,38.93,4,54.25,1221.55,0.0,0,895.39,2116.94,5,5140,0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
56,0,574,8,22,7.68,7,56.25,1292.2,0.0,100,168.95999999999998,1561.16,4,3733,0,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False
45,0,1851,0,50,0.0,7,35.4,1748.9,0.0,0,0.0,1748.9,3,5052,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False
20,0,1666,5,64,26.64,71,73.05,4688.65,0.0,0,1704.96,6393.61,3,4515,0,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False
39,0,200,5,57,3.72,11,100.75,5985.0,0.0,0,212.04,6197.04,3,6354,0,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,True,True,False
21,0,18197,0,51,0.0,42,49.65,2553.35,0.0,0,0.0,2553.35,3,5528,0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False
28,0,3674,9,48,22.36,59,111.45,5315.1,0.0,0,1073.28,6388.38,3,2319,0,True,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,False
47,0,41636,8,72,43.29,16,92.0,6474.4,0.0,110,3116.88,9701.28,3,6434,0,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False
63,0,4097,10,51,33.93,13,85.5,4421.95,0.0,0,1730.43,6152.38,3,6261,0,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False
41,0,2756,0,54,30.66,18,84.4,4484.05,0.0,0,1655.64,6139.6900000000005,3,4154,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False
63,0,2536,3,45,30.8,3,84.35,3858.05,0.0,0,1386.0,5244.05,3,3403,0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False
40,0,659,10,72,48.44,15,82.3,5815.15,0.0,0,3487.68,9302.83,3,4162,0,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False
44,1,228,2,58,44.1,19,66.8,3970.4,0.0,0,2557.8,6528.200000000001,5,6433,0,False,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
62,0,1745,0,70,0.0,11,44.6,3058.15,0.0,0,0.0,3058.15,3,4442,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
41,1,213,4,61,41.57,21,98.45,6145.2,0.0,0,2535.77,8680.97,3,4000,0,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False
37,0,9752,0,2,2.72,14,70.7,129.2,0.0,10,5.44,144.64,4,2388,0,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
43,0,129,0,48,19.04,21,102.5,4904.25,0.0,0,913.92,5818.17,3,3262,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False
35,0,15286,0,64,14.39,7,86.55,5632.55,0.0,0,920.96,6553.51,4,4934,0,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False
29,0,929,6,72,12.32,59,68.75,4888.2,0.0,0,887.04,5775.24,3,4505,0,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False
42,3,25173,5,62,13.25,57,110.8,6840.95,0.0,0,821.5,7662.45,4,4306,0,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False
24,0,1173,0,4,19.84,73,82.85,319.6,0.0,0,79.36,398.96,3,3154,0,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False
40,0,49729,0,8,25.72,24,66.25,546.45,0.0,0,205.76,752.21,5,3026,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
19,0,21510,8,71,4.39,82,104.1,7412.25,0.0,0,311.69,7723.94,4,4695,0,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False
59,3,30614,3,43,27.49,53,92.55,4039.0,0.0,0,1182.07,5221.07,3,3853,0,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False
35,2,2958,6,65,19.53,19,94.55,6078.75,0.0,0,1269.45,7348.2,4,4603,0,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,False
51,0,1472,0,64,9.95,2,100.3,6603.8,0.0,0,636.8,7240.6,5,4986,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False
58,0,63157,1,58,0.0,11,55.5,3166.9,0.0,0,0.0,3166.9,3,4080,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
38,3,1273,4,67,6.15,53,89.55,6373.1,0.0,0,412.05,6785.150000000001,4,6111,0,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False
56,2,5889,4,70,33.25,15,113.05,7869.05,0.0,0,2327.5,10196.55,5,4203,0,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False
47,0,69,2,9,34.64,7,68.95,593.85,0.0,0,311.76,905.61,3,2452,0,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True
34,0,22028,2,3,4.19,6,55.8,154.55,0.0,0,12.57,167.12,4,2662,0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True
24,3,16599,0,1,43.05,69,50.05,50.05,0.0,0,43.05,93.1,4,5523,0,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40,0,9063,0,9,27.53,11,64.95,547.8,0.0,0,247.77,795.5699999999999,3,3013,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False
39,3,8403,8,12,9.58,57,49.2,571.15,0.0,80,114.96,766.11,3,3582,0,True,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
37,0,854,0,23,35.03,3,73.75,1756.6,0.0,0,805.69,2562.29,3,3483,0,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,False
53,0,1477,7,72,0.0,15,65.1,4754.3,0.0,0,0.0,4754.3,4,4969,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False
30,0,282,5,23,12.88,41,57.75,1282.85,0.0,0,296.24,1579.09,3,3794,0,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,True,False
20,0,404,0,11,8.48,52,79.5,795.65,0.0,0,93.28,888.93,4,2278,0,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False
64,0,76,0,37,0.0,6,40.2,1478.85,0.0,0,0.0,1478.85,5,5924,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False
19,0,9763,0,18,2.76,26,71.1,1247.75,0.0,150,49.67999999999999,1447.43,5,4911,0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
42,0,531,7,68,0.0,16,54.1,3794.5,0.0,0,0.0,3794.5,3,4601,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False
22,0,1146,2,71,18.04,41,80.4,5727.15,0.0,0,1280.84,7007.99,3,5228,0,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False
46,3,776,1,14,26.58,53,84.8,1203.9,0.0,0,372.12,1576.02,3,2452,0,False,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
46,0,1519,10,17,9.22,13,92.6,1579.7,0.0,0,156.74,1736.44,4,4756,0,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
42,0,28318,0,37,13.04,14,67.45,2443.3,0.0,0,482.48,2925.78,3,5042,0,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False
40,0,26971,0,63,19.01,20,109.85,7002.95,0.0,0,1197.63,8200.58,5,5775,0,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,False
57,0,28,0,19,40.22,22,56.2,1093.4,0.0,0,764.18,1857.58,5,3384,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
64,0,8812,4,69,44.33,18,75.75,5388.15,0.0,0,3058.77,8446.92,4,5839,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False
56,0,34967,10,72,26.04,6,78.95,5730.15,0.0,0,1874.88,7605.03,5,5050,0,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,False,False
30,2,30338,9,63,18.88,48,80.3,4896.35,0.0,40,1189.4399999999998,6125.79,4,5157,0,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False
53,0,899,10,30,23.16,6,50.0,1474.9,0.0,0,694.8,2169.7,4,4715,0,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
52,0,595,0,63,48.75,21,104.75,6536.5,0.0,0,3071.25,9607.75,5,5882,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,False
26,3,4552,0,25,11.79,59,85.9,2199.05,0.0,0,294.75,2493.8,3,3153,0,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
58,0,228,9,31,28.52,2,80.55,2471.6,0.0,0,884.12,3355.72,4,3491,0,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False
64,5,6277,7,39,40.68,76,81.5,3107.3,0.0,0,1586.52,4693.82,5,2042,0,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
54,0,1162,0,12,45.8,4,67.25,832.3,0.0,0,549.5999999999999,1381.9,3,4334,0,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
40,0,2156,0,39,0.0,13,45.05,1790.6,0.0,0,0.0,1790.6,3,4003,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False
39,0,373,0,55,22.34,4,81.55,4509.5,0.0,0,1228.7,5738.2,3,5167,0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
62,0,3357,6,10,37.08,7,67.8,653.15,0.0,0,370.8,1023.95,5,2709,0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False
24,3,616,7,15,24.27,27,46.3,639.45,0.0,0,364.05,1003.5,5,3103,0,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,2,1026,1,47,15.59,52,96.1,4391.45,0.0,0,732.73,5124.18,3,5793,0,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False
62,0,1554,1,56,39.72,11,65.2,3512.15,0.0,0,2224.32,5736.469999999999,3,4775,0,False,False,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False
28,1,1586,1,6,24.83,82,48.95,273.25,0.0,0,148.98,422.23,3,3061,0,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
30,0,598,1,42,17.31,82,80.45,3375.9,0.0,0,727.02,4102.92,3,4397,0,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False
45,0,263,1,2,7.7,22,70.35,120.25,0.0,20,15.4,155.65,3,4917,0,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33,0,433,1,48,6.1,18,96.9,4473.45,0.0,0,292.79999999999995,4766.25,4,2613,0,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False
44,0,88,1,46,10.13,3,94.65,4312.5,0.0,0,465.98,4778.48,4,4120,0,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False
23,0,5896,2,51,39.32,76,111.55,5720.35,0.0,0,2005.32,7725.67,4,4053,0,True,True,False,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False
40,0,843,5,51,9.53,10,60.5,3121.45,0.0,0,486.03,3607.48,3,4994,0,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False
51,2,132,4,2,0.0,27,29.05,44.75,0.0,0,0.0,44.75,4,4998,0,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
39,0,322,0,1,37.5,3,43.8,43.8,0.0,0,37.5,81.3,5,4633,0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58,0,227,0,3,29.51,17,69.95,220.45,0.0,30,88.53,338.98,5,2754,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False
51,0,15140,0,9,42.41,8,76.85,663.55,0.0,0,381.69,1045.2399999999998,5,4834,0,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
21,0,67520,0,8,1.28,42,74.6,548.9,0.0,0,10.24,559.14,5,2142,0,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
27,0,73686,0,4,6.5,73,80.15,319.85,0.0,0,26.0,345.85,3,2841,0,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
21,2,9805,9,7,0.0,47,58.85,465.7,0.0,0,0.0,465.7,3,3332,0,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,False
41,0,24505,0,69,49.35,30,97.65,6743.55,0.0,0,3405.15,10148.7,3,5709,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False
21,0,21728,0,5,29.74,42,82.75,417.75,0.0,0,148.7,566.45,4,5269,0,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
